Reviews	Whom	when 	Where	Occasion						
"I came here with a group of four friends for birthday cocktails on a Saturday evening. I'm surprised we were seated as soon as we walked in because the bar is teeny tiny! I think it seats 25 people at the most. We all loved the books-turned-menus and the literary themed cocktails! Not only is it a creative idea, but it gives you something to read while waiting for drinks. I ordered the James and the Giant Peach. I loved the fresh ingredients and bright, fruity flavor. I also ordered the chili, and it was amazing! I honestly didn't think that skinny could make bold, flavorful food (sorry), but the chili was exactly that. Next time I'm in NYC, I'll be sure to drop by again!"	1	1	1	1	4					
"Finally! A cocktail bar in Park Slope that has everything you're looking for in one - and there's no more need to venture out of the neighborhood anymore.Inventive cocktails? Yes. Delicious? Yes. Atmosphere? Yes. Unique decor and space? Yes. Happy hour? Yes.This is the place to be if you want to have an amazing cocktail as well as the place to take your friends. My favorite cocktail is definitely the Secret Garden: a mixed concoction of vodka, St Germain, lime, cucumber, mint. Another interesting drink is the Barnyard Dance: infused spicy tequila, agave nectar, lime - and note, they do make it spicy so if you can't handle it, then you can tell them to make it less so.The space is just as amazing as the drinks. It is not a typical bar scene and in fact you feel like you're not in Park Slope when you're here.I'm so glad that Wolf and Deer has an extended happy hour - until 8pm and it is every day, including weekends!"	0	1	0	0	1					
"Immediately upon sitting down at the bar, I was handed a book. Confused and slightly breathless from running to catch happy hour a few minutes before 8 pm, I opened it up to the middle to find it was an actual book. Still confused, less out of breath, and pretty sure the mystery book was in fact the drink menu, I decided to do as most should when reading a book and started from the first page. Lo and behold, the drink menu it was!With such whimsical names as The Secret Garden and James and the Giant Peach (both of which my friend and I got), it was hard not to fall in love with these ""Bartime Stories"" (their seasonal cocktails) and the taste of each sealed the deal. Both were great but in different ways. The Secret Garden was more refreshing since it had lime, cucumber, and mint in it, and James and the Giant Peach was perfectly peachy sweet without going overboard on the sugar. Yum. This little bar was a great find."	1	1	0	0	2					
Great spot! Nice and chill. Had a light rendezvous with a close friend.I loved the Ros! Light & semi sweet! Thanks you guys! We had an awesome time.	1	0	0	0	1					
"Their cocktail, ""The Secret Garden,"" deserves 4 stars! It's a lovely blend Vodka, St. Germain, lime, cucumber, mint, which makes for a refreshing surprise in your mouth. I can't drink cocktails that taste two strong so I was pleasantly surprised at how easy it was to drink. Yet, it must have been super strong because one almost put me under - I actually didn't finish it. Now, I rarely drink, am petite, and hadn't eaten dinner yet... but still... it must have been strong! The space is beautiful - everything is custom made - bar, seats, everything! I particularly liked the menus, which are random books that they inserted their menu into. The food was pretty good - we had the ""big eggs, little eggs,"" which are deviled eggs topped with caviar, a meat/cheese plate, and a grilled cheese."	0	0	0	0	0					
"Irony (not Alanis style) is when you defend something that turns out to bite you in the heiney (not affectionate name for beer).the wine, which was pointed out to me in the context of ""I always worry about some wines by the glass... whether they're low quality or have been left open too long."" me: ""no, they're fine!"" after just two glasses, this wino woke up with that icky crappy-wine headache, the one I used to get when I was 22 and thought it was ok to drink the wine they serve doofuses (like me) in Irish pubs, the one they've had open for six weeks. the space is cute and the servers are friendly, but that's where it ends, really. I kept saying, ""no, it's fine"". but really, those chair bench things look cool but every man, woman and child agrees they are the most uncomfortable things on the face of the planet. they slope down so you're constantly falling (unless you're wearing rubber pants) and they are just the wrong size for any tush bigger than a toddlers. and I know it's park slope, but still, toddlers should not be bellying up to the wine bar.oh, $1 oysters on Thursdays. I choked on pieces of shell and godknowswhatelse in each of the briney LI ones they had yesterday. you get what you pay for, sometimes.full of peeps coming or going from the Barclays Center. I think you could walk half a block and do better.redeemed a star for their epic negroni, ironically the best I've ever had-- I used to make these things weekly!"	0	0	0	0	0					
"good happy hour here, $6 glasses of wine, $9 cocktails and $4 draft beers until 8 pm. the bartender was friendly but sometimes hard to get his attention. They also have amazing spicy pickles here."	0	1	0	0	0					
"Like a previous poster, I'm hesitant about giving 5 stars, because then it gives it less value if something comes along that is better. But I couldn't really find anything wrong with it! I went there on a Wednesday with my fiance for pre-dinner drink. Great times.Service - excellent, bartender was attentive, knew the wines and chatty only if you wanted itDrinks - The happy hour had a decent selection and went to 8pm as opposed to 7pm like other places. The cocktails looked interesting too!Location - right near Atlantic, but not too close.Setting - Was good, good lighting, music good and not too loud."	1	1	0	0	0					
A great place to go for cocktails and small bites. The drink menu changes seasonally and there are always new delicious cocktails every time we go. The ambiance is chill and the bartenders are usually friendly. The novels-turned-menus that they use are also a nice touch.	0	0	0	0	0					
This is a very nice little wine bar in the Park Slope/Prospect Heights area. They play some really nice music and everyone gives a really cool and friendly vibe. Perfect for a little after/before dinner drinks. Definitely a go to spot from now on. Wine selection is pretty decent. The ones that they have are good. So no going wrong there. It's a good talk and drink type of bar on Sunday for sure!	0	1	0	0	0					
"Hidden little gem. Wonderfully intimate cocktail bar with delicious food. Is perfect for a date or catch up with a friend. Get the grilled cheese with kale salad. Mac and cheese and decided eggs great too. Bartenders are knowledgable and fast. My absolute favorite cocktail was the green eggs and ham. Was a nice blend of spicy kick with some sweet. Don't be afraid of the bright green color, go for it! And so stop in when in the neighborhood, you won't regret it."	0	0	0	0	0					
"Fantastic spot - friendly, talented barkeeps, reasonable happy hour, great specials, nice selection of cocktails, and intimate atmosphere, accentuated by a lengthy custom-fabricated u-shaped bar. My new go-to neighborhood haunt!"	0	0	0	0	0					
"I'm 90% sure this was the former Total Wine Bar, and has the original bar in place. I went here on a Friday night after a concert at BAM. It was moderately crowded. Drinks were prepared well, but not mind blowing. Music was all 1990s alternative rock. Felt like I was in high school and college again.  Probably won't be back as I don't live in the area."	0	1	0	0	1					
It's okay. Not cold but not friendly. 2 rounds of the same house cocktail tasted completely different. Eh.	0	0	0	0	0					
"I do not like Green Eggs and Ham. I do not like nondescript non spicy puree with a cup of agave Sam I... whatever. But, I do like their peaches so I shake their tree. One two punch. Should have quoted from that song Peaches and Cream. But dont know if it's yelp appropriate.I also like how their hip bar set up looks like a toy train rotary. And I enjoyed reading the obscure law book they printed their menu in. Indeed, author, law definitions are too damn long. But I dont like how their admittedly cool bathroom has an opaque door. People may know that the blurry figure is doing something in there, but they cant tell what number it is."	0	0	0	0	0					
"Wolf & Deer is a really cozy, chill, hip bar!!! My boyfriend and I hopped over to this place after work and it greeted us with open space, and dark decor. The open space was very surprising cause this place is TINY!!! They use very smart furniture and layout to accommodate for a large crowd and even a small crowd.The cool parts about Wolf & Deer is the beautiful tin ceiling, the names of the foods/drinks, and the menu!! The menu is inserted and attached into an actual hardcover book!! LOLTonight I had a delicious and beautiful ""James and the Giant Peach"" and a Pull-pork sliders. The drink had mint leaves, bourbon, and a peach .... With various other things. It was DELICIOUS! The sliders were very good. The little burgers came with pulled pork, coleslaw, and some special sauce in between two cute buns. My boyfriend had the 1911 Apply Cider and the Mac & cheese which was a hefty size and it came with a side of bread. I personally think it should have came with a small side salad because cheese and bread is a bit of an overkill on the carbs and fats wagon, Ya know? The crowd, for some reason, was mostly female (I don't know why) and young professionals which I thought was a little odd because it had more of a dark and masculine vibe .... But not masculine in a dive/sports bar kind of way but .... A kind of bar you hope to meet a sexy bearded guy who reads classic Russian novels and is into local music ....Anyway, I really enjoyed myself at Wolf & Deer!!!"	1	1	0	0	2					
"Arrived 6pm on a Tuesday night , place was very pleasant and quiet , by 7pm place was packed, space was a bit narrow but I'd go back for happy hour till 8pm. Had the hot polar express, a little too sweet for me."	0	1	0	0	1					
"There's nothing I don't like about this tiny little cocktail joint.The consistently well-crafted, beautifully balanced cocktails with all sorts of spirits.The skilled, low-key bartenders.The lively (but not overbearingly so) crowd.The menu stuck inside a book. The bar perfectly packed, with just a couple of seats open for us.The fact that you've named a cocktail after James & The Giant Peach. (I'm a sucker for Roald Dahl.) I've yet to try the extensive list of snacks and cheeses, but right now, you're perfect for a pre or post-dinner drink, and maybe even for drinking my dinner."	0	1	0	0	1					
"Had an awesome time here! Will definitely be returning asap. Ambience is great, bartender was friendly and AWESOME about being on top of water refills. That was honestly a huge thing - had an important meeting the next day and I woke up without much of a hangover because of that - so thank you! All around cute, fun place. Can't wait to go back."	0	0	0	0	0					
I really like this bar and I really like their 'Barnyard Dance' - it has me coming back for more!The bar is cozy and hip but there is limited seating. There are times when it is empty but other times when it gets pretty packed and is difficult to move around. If you are a spicy margarita fan then this is a must.	0	0	0	0	0					
Great for a good cocktail. But something about the place is cold - doesn't make me want to hang out and spend much time there.	0	0	0	0	0					
"I went here with my boyfriend for drinks. I liked it. It was a cool, laid back vibe and the set up was unique for such a small place. The menus were in books which was cool. The drinks were good. I would go back."	1	0	0	0	0					
"Tried the old man & the sea as well as the great Gatsby. Good enough cocktails. Place is busy but not crowded and the barmaid helpful and friendly. I think the barman was rather grumpy with his beard to match...must have been a long day for him or a long life but never the less a nice place for a drink. Menu was interesting, we tried the beef rollers which were yummy"	0	0	0	0						
I Came. Here Wen Ever I feel like. Having. Some. Good. Wine cheese. And want. To have a Good. Time I love there. Grill cheese Is served. With Delicious. Aregula. Salad. And truffle.and Make. And cheese. The service. Is ways. Good. And the.bartender. always. Remember. Me	0	0	0	0						
"Came here with my girlfriend, best friend and his girlfriend. Perfect environment for this situation. Good cocktails, and a beautiful bar. The menus are books, mine was Harry Potter in Spanish so I was immediately impressed haha. Overall a calm, but good experience to hang out with a few friends."	1	0	0	0						
"The secret garden was very refreshing. The mint and cucumber frangranxe was a delight. The Green egg ham was very different than any other drink I had. It had a very strong pepper smell but it wasnt spicy. It was actually pretty good. I didnt really taste the alcohol but rather a healthy juice. As for the Giant Peach, it wasnt bad but not anythign different nor that great for the price. Its a small intimate place with uncomfortable seats so dont plan to stay there for too long"	0	0	0	0						
"This a total tinder bar. So if you have a tinder date, apparently this is the place for you. Very romantic atmosphere. Good drinks, but pricier than other bk spots. Food is eh. Service is great."	0	0	0	1						
"Great spot to grab a cocktail for happy hour. I came with my close girlfriend this past Monday March 3rd at 6 p.m. we had a female bartender... Who unfortunately was not friendly with us at all. I loved the atmosphere, music and drinks. But man did this woman kill our vibe. My girlfriend and I are sincerely nice people. So we didn't understand why we were getting the cold shoulder.Anybody can make drinks but what makes a great bartender is one with the right personality. She kind of ignored us and made it so obvious we were her last priority compared to the other guest. Thankfully the other bartender- I think his name was James ? Tall with dark hair-got behind the bar with her because he was a people person for sure. I want to come back and be a regular but if I were to walk in there and see that same bartender I would probably leave :( I still give 4 stars for the fact it was a nice spot"	1	1	0	0						
I was here for a quick drink with a friend and gf. It's really nice place for after hour drink or a date night really. However I don't really like the face their brooklyn drink price is standard as the manhanttan price. Well i guess we should all move to queens now.Overall it's a great enjoyment and the bartender is very nice however bad in advising what to drink. Don't really care as I asked for what's her recommendation.	1	1	0	0						
"Trendy and intimate. Bartenders serve great drinks at reasonable prices. I've gone a few times on a Sunday night, which is expectedly calm and relaxing."	0	1	0	0						
"Went here to meet a guy for drinks. Great spot with the exact vibe I was looking for - chill, not too crowded, with a friendly bartender. I really can't stand pretentiousness, so I like that he told me about the story behind the name and books while I waited for my date. I didn't get a mixed drink so I can't give my opinion on that, but my glass of sauvignon blanc was good and was the usual $10. The book concept was pretty interesting, and if you're meeting someone like me, it makes a good conversation starter. I'm definitely open to coming here again and trying the food too."	1	0	0	0						
"You know, it's kind of expensive, but I've always had a really nice time here. I love cocktails, and have enjoyed all the drinks they've made me. The last time I went the bartender (Josh? I am so bad with names) made me an amazing non-alcoholic drink with watermelon, because I am off the booze for a little while. It was spectacular. I've also enjoyed the crap out of the grilled cheese. I am super psyched to go back when I can drink alcohol again."	0	0	0	0						
"Great little chill spot, perfect for unwinding after a long day. Supposedly gets slammed on the weekends, but great on an off night. Good cocktails and friendly service."	0	0	0	0						
Loved the atmosphere and selections of wine: super affordable and great recommendations from bartenders: Always love to have cheese / salami plate with decadent red suggested by the bartender :-))	0	0	0	0						
"A great spot for happy hour near Atlantic Ave/Barclays Center. But I don't think I'll go back until the summer...this place was freezing! It has these big windows that probably let some drafts in, but we were sitting all the way at the end towards the kitchen and it was still way too cold in there. Still, $6 wine and $1 pigs in blanket are a great deal; I will be back when the temps are over 60!"	0	0	0	0						
Super cute with one large bar for seating. The bartender was also very friendly and attentive.The sangris is strong but good. Definitely stop by for happy hour!	0	1	0	0						
"Came here for the happy hour and the food and drink was great. It has a great intimate atmosphere with the long double sided bar and the dim overhead lighting. The happy hour drinks were 8 dollars, the cheese plate, and entrees were 10 dollars. I got the fennel salad, cheese plate, and pulled pork sliders. For drinks we ordered the secret garden and james and the giant peach. I thought the drinks were refreshing and interesting, the salad was great with a good mixture of crunch, texture, sweetness and there was a interesting selection of hard and soft cheeses. My favorite was the sofia, it reminded me of a savory brea. The pulled pork was moist, with a spicy kick after you bite down on it. I think there was a pickled relish in there, it was very good. Thinking back the highlight for me were the in house pickled cherries that came with the cheese plate. It was amazing, it totally elevated the cheese and basically made your mouth water. The cherries was initially sweet but had a surprise burn of spice at the back of your mouth. Its the first time I tried something like it. The service was nice, there was only one bartender so she was busy but overall this is a solid place to check out if you're in the barclay center area."	0	1	0	0						
"Loved their happy hour. Visited on a Thursday, so my friend and I were able to order the $1 oysters (Thursdays only). We arrived at around 5:30pm to a mostly empty bar, but by the time we left at 6:30 or so, the place was packed. The bartender was attentive and quick to refill our drink orders, so no complaints there either."	1	1	0	0						
"Once they get a full stocked bar then they will be fine. Their food is good, their staff is very accomondating."	0	0	0	0						
"The bar set-up is oddly clubby (lots of bartender cleavage...) for Park Slope but the drinks were good and not too expensive. I want to go back in the spring when the front window is raised, so I can look out at passersby. Seems like it'd be great for a date."	0	0	0	0						
Cute bark in Park Slope! Small but chic. Lovely cocktails and a giant cheese menu. Edwin the hot Mexican bartender is really chill. I go there mostly so that I can just stare at him and soak in his deliciousness. They could play better music though.	0	0	0	0						
"This spot totally reminds me of Lelabar in the west village.Same ambience, bar shape, bar size, lighting, casual attitude...dope.The wines are cheap for HH as well as the cheese/meat plates.BUT...how y'all gonna run outta blue cheese?!!! Seriously."	0	0	0	0						
"very cute and cozy wine bar. my beau and I had a couple glasses here on valentine's day before and after our dinner down the block. great romantic ambiance, would definitely go back whenever we are in the neighborhood."	1	1		1						
"The staff here must either be the grumpiest girls I've met or have the worst case of resting bitch face. The bar is in a U-shape, so you can't help but interact with the bartenders, and not once during the course of my two nights spent at this bar, did they ever ask how I was doing, how my food was, or even smile. It's like they purposely want you to feel uncomfortable sitting there. It sucks because this bar is convenient to my house, has great food and drinks, and would be the perfect place for a date or to go out with a friend. They even have oyster happy hour on thursdays, which in most cases is the way to my heart. But sitting there for even a few minutes, you feel so unwelcome, even the best date would end quickly. Major bummer."	0	1	0	0						
"Super friendly bartender. Awesome happy hour. $6 wine, $8 cocktails and the $10 choice of 3 is awesome. Can't wait to go back to try the mac & cheese."	0	1	0	0						
"I love this bar. Homey, friendly, amazing drinks ( the cucumber drinks is amazing). the food used to be better, but its still very good."	0	0	0	0						
"Wolf and Deer, brought to us by the owners of the fabulous restaurant, Miriam, is a vast improvement over Total Wine Bar. The decor is sleek with hidden door handles, metal seats, and a visually stunning u-shaped bar with upside down wine glasses suspended above it like a chandelier. Although the space is still small, Wolf and Deer makes much better use of it by eliminating the odd tables Total Wine Bar had and replacing them with three rows of seats in the front, in a style similar to that of Bar Veloce. The menus come in books selected by the owners, and the wine list is carefully edited with great choices such as the crisp and fruity Picpoul de Pinet that I first feel in love with at Brookvin. The bartender was very knowledgeable and friendly. I will definitely be back when I'm in the area."	0	0	0	0						
"This small joint in Park Slope is great for an after work drink. Narrow in design, if you don't like sitting at the bar you won't like this place. We went for HH and I ended up getting am Old Fashioned. To be fair, I asked for it off the menu so it's not their specialty and it was ok. The four stars are for the meat and cheese. As a true Midwesterner, I love cheese the most. Exceptional selections and the bartender was very helpful in making selections we mixed and matched three cheeses with three meats. Great variety and great flavors. Will be back!"	0	0	0	0						
"Great neighborhood dive bar! Small, intimate, quirky (the menus are in books!) and refreshing cocktails that won't break the bank!Looking forward to coming back to having charcuterie sampling and also the sandwiches!"	0	0	0	0						
"Intimate setting, nice atmosphere, knowledgable staff"	0	0	0	0						
"Superb drinks and great food at a cozy brick walled bar. Friendly crowd, and an amazing bartender, who mixes up some of the best cocktails I've ever had. Great place for a preconcert Barclay Center drink."	0	0	0	0						
Lots of character at this cute little bar. Bar is U shaped so everyone can see what's going on. Friendly bartenders. Good drinks. Nice ambiance. The menu is printed inside books( so cute!). It can get pretty packed and rowdy on the weekends.	0	0	0	0						
"Just overall great spot. The only downside is it's space is small and there are no reservations. Nonetheless, the drinks are great as are the charcuterie and the service is good, too. I don't eat cheese, but if I did - I'm sure that'll be on point to. When you visit Brooklyn, stop by."	0	0	0	0						
"Came here for a drink during happy hour. Nothing particularly good or bad about it. It's a bit redundant for the area as there are several bars on 5th where you can get variations of classic cocktails. Personally, I found the drinks were fine, but nothing special (which is what I expect when a cocktail price hovers around $10). I've had better cocktails in the area and it seemed like whatever I had was trying a bit too hard to be unique. The menu is placed inside a book, which I think gives you a good idea of the type of place you are dealing with: if you are looking for a place that has a self-aware amount of pretense, this might be the place for you. Otherwise, it might be best to explore some of the other options in the area."	0	1	0	0						
"I love this place. Cozy, beautiful bar, interesting cocktails and an awesome happy hour. It's a great place to come for a date or for meeting a friend for a drink. They're always paying great music too."	0	0	0	0						
Great happy hour. I love that the menus are books.	0	1	0	0						
"After an unsuccessful dropoff (boo) at Beacon's Closet, we headed over for a quick happy hour to coddle our disappointment...Wolf & Deer is simple and straight-forward, with quality. Really love the clean, old-fashioned-with-a-modern-twist to the decor here, the glasses up high reflecting the light beautifully (and the glass apothecary doors are pretty sweet, too). Normally, I would feel claustrophobic in a narrow place like this, but the room still feels relaxed and airy--the open wall in the front (dogs are welcome to lounge right outside ;) and the gorgeous mirror on the left wall opened it right up. High ceilings too. Warm and friendly bartender- doesn't impose and knows the menu well. We ordered two glasses of Vermentino to start. I'm normally a red girl, but I've been lightening up to white recently. This was dry (not too dry) just like I like em, but with a super-subtle undertone of fruit. $6/glass and generous pours. He even opened a new bottle to top off my friend's second glass. Nice service.We ordered a 'mini' charcuterie of Proscuitto and two cheeses for $10. The Pleasant Ridge reserve was a KNOCKOUT (no wonder it's award-winning) and the Prosciutto had a nice little sweetness to it. The second cheese (can't remember, I think it was a soft goat's milk) was also really good, and a great counterbalance to the Pleasant Ridge (nutty and smooth, reminds me of a mellower Prima Donna). The cherries soaked in brandyandchiles were Delish and the bread points strong enough in deft and texture to withstand a variety of cheeses.Overall, a great place. I didn't think they'd put two bartenders in the same shift (since it's such a narrow bar), but by the time we paid our bill, a second came in and fit right in, no problem. I wonder how they move when they get busy.... And the Menus-in-bound-books--a favorite and memorable design element. I'll be back."	0	1	0	0						
"great cheese and meat offering, cool wine selection and a 'try this drink' mixologist at the bar. what better way to spend time with friends."	1	0	0	0						
"Best happy hour ever!!$8 cocktails, $6 wine, 3 for $10 cheese and charcuterie EVERY DAY from 5pm-8pm. Can it get better than that? The cocktails are expertly crafted, better than some of the hyped up speakeasies I've been to *cough*milk&honey*cough. I loved my drink, the Secret Garden, a refreshing concoction perfect for a muggy summer evening. My boyfriend's James and the Giant Peach was peachy, minty, and deliciously strong! Def take advantage of their bargain cheese and charcuterie. Don't skip the duck breast or Quadrello! The highly reviewed Kunik cheese was sold out for the evening so I'll be back to try that. Wolf and Deer is an excellent place to go with one or two good friends to have a low key drink and share a few bites."	1	1	0	0						
Awkward set up of the bar. Drinks were ok. Food was not so great- but then again I can't eat cheese.	0	0	0	0						
"MTO Sangrias. Yes that's right. MTO Sangrias. While some may not believe in this philosophy because the fruit doesn't absorb the alcohol, blah,blah. I don't know about that, but I do know that my liver absorbed the alcohol. I had such a lovely night here. There was a group of about 15 of us that basically took over the bar and no one seemed to be bothered by it. We came, we saw, and conquered happy hour and as all intelligent folks who are having a good time do, we stayed for much longer. The drinks are a tad bit expensive when it's not happy hour, but they are truly worth it. Did I mention MTO Sangrias?The interior is beautiful and after a few drinks you may get a lil' confused locating the gorgeous bathroom, but once you do you'll be fine."	0	1	0	0						
"Cute little spot, very date friendly. Nice wine selection, good cocktails."	0	0	0	1						
"I really enjoyed this bar. I loved that in addition to the big U shaped bar, there were a few other seating areas that weren't directly attached to the bar, including a few seats that look out of the front window.The bartenders were very upbeat and helpful. They were helpful on recommending certain wines and were extremely knowledgeable on the cheese and charcuterie. I did like the menu books-- its cute that they add the menu to the front of different books. It added a special touch to this already cool, low key, not too hipsterish bar. I went on a first date here and I thought it was a perfect place. We went around 8pm on a Tuesday and it wasn't too crowded. Just perfect!"	0	1	0	1						
"Terrific little space where seating is exclusively at a bar that wraps around the preparation area in a long U-shape, creating an appropriately intimate interaction with the bartenders. The original cocktail list is about a page long and looks like it's constantly changing. I find it hard to resist any drink that has egg whites, so naturally I gravitated to the Partridge in a Pear Tree, a gin n pear number. My friend got the James and the Giant Peach which was also excellent, even for someone who's not a huge whiskey fan. We were in a hurry so couldn't order food but the food menu looked and smelled scrumptious and at one point we caught a strong waft of bacon. It was dark but not too crowded or loud on a Thursday night. Will definitely be coming back, maybe with a date."	1	1	0	0						
"The husband doesn't do ""wine and cheese"" so I went with some girlfriends and we stayed for...7 HOURS. That's how awesomely chill this place is!Great specials and a nice selection of wines; Menu had some great bites on there (we let the Bartender pick out our cheeses so I can't say which was which but 4/5 were DELICIOUS). We also had the Grilled Cheese with Truffle Oil (ahmazing! and came with a tasty lightly dressed arugula salad side -- perfect to share with a friend). Bartender picked our cheese selectionsThe Basque Salami went so well with the cheeses and my Rose wine; The Slab of Bacon was a good size and very fatty/juicy Overall a very chill atmosphere - never felt rushed and never felt overcrowded although it got fairly packed for a wednesday night...Tiny seats so if your tushy is a bit oversized, might not be the place for you ;)"	1	1	0	0						
Great cocktails and great vibe all around. Liz was the our bartender and was attentive & quick. Had the shrimp cocktail and a cheese plate. So delish!	0	0	0	0						
Cozy hip bar with a great happy hour deal that goes until 8pm everyday! I look the book menus and the names of the drinks. The Secret Garden is my favorite drink. Nice place to grab a drink before dinner.	0	1	0	0						
"Nice wine bar near Barclays Center.Great happy hour deals, especially with their $8 cocktails.We had 4 here while waiting for the Jay-Z/Coldplay NYE concert. Forget what they're called (Only remembered the James and the Giant Peach and some cucumber one), but hey if we had half of what they sell in terms of cocktails and liked them, the chances of you liking something there is in your favor.The only unfortunate thing is that we ordered the mac and cheese and it took too long to come out. It came out a few minutes after we had to cancel the dish as we were running behind schedule for the concert waiting for the dish. It looked yummy, but we shall try it next time once we are back in the area and have time to kill."	0	1	0	0						
Great drinks. Cool crowd. Definitely stop here before heading back to wherever after an event at Barclays	0	0	0	0						
"This is a place to take THA LADIEZ.Seriously though, this is such a nice place. Quiet, courteous, and meticulous bartenders (the best kind). A seriously great happy hour (their pricey but awesome cocktails get slashed to 8 bucks, cheap drafts and wines, and happy hour snack deals). That cucumber cocktail they do is one of my all time favorites. The wine list is great too. I just can't say enough nice things about this place--I had such a nice time here. Impress women, or your parents, and bring them here for some late afternoon libations."	0	1	0	0						
"Just dropping by the neighborhood, somehow we end up there because of the Happy hour sign.  Very small and tiny place which is OK. However, only two bartenders and very limited service. You just have to walk up there. The price for regular wine is a little over price because I can see the bottle do not cause more than $15, but they charge $6 per charge. So, 50% of benefits easy.  The HH foods was OK. The decor is simple and nothing special about it. It's a place for business. I didn't catch the female bartenders name, but she need to smile and be more friendly to non-local customer. Bring in the smile and you can get more tips. U know."	0	1	0	0						
Only like $8 cocktails during happy hour. I really like the barnyard dance. Place is quiet and has nice mood lighting for dates. Good place to come catch up with someone.	0	1	0	0						
"I think it's really about time I wrote a review for this place...considering I practically live here.This is a great little spot for various occasions: quiet chats with friends, flirting across the narrow bar with other patrons (hopefully for your sake they're flirting back!), sipping on a glass of wine or cocktail after a long day of work to just wind down, small intimate _________ (insert type of party) parties.Their cheese/meats selection is pretty solid. I highly recommend this combo: Saucisson (spicy meat), Finochionna (peppery meat), Kunik (soft creamy cheese).The drinks are good. They have a few staples like James & The Giant Peach but rotate some of the other drinks when they're bored or during a change of season. I, personally, am looking forward to their warm rum cider this winter. It's so damn good.The bartenders are very friendly and know what they're doing. I wouldn't necessarily call them mixologists but the bar has a slight mixology feel to it due to their cocktails.The ambiance is what really does it for me. It's very chic in a Brooklyn kind of way. I don't know if that really makes sense. The other co-owner of the bar works with iron and essentially built the bar (including the amazing wine-glass rack that hangs from the ceiling that wraps around the bar). Exposed brick, polished iron, fancy cocktails, happy hour wines, friendly staff, food served till 2am, watching new patrons try to figure out where the bathroom is, cute girls? Wolf & Deer, I'm all yours."	1	0	0	0						
"Charcuterie is one of my favorite things to have for date night with my gf, and Wolf and Deer is one of the best I've had. As much as I love cheese it's usually second to meats, but the cheeses here were incredible. I'd recommend the Idiazabal, a smoky Basque cheese, or the Pecorino Ginepro, made with juniper infused balsamic vinegar. The meats were also top notch-- American prosciutto, applewood smoked duck breast, and salami from Utah to name a few. Also shared a mac and cheese app, and each had a delicious glass of red wine. The interior is great, with a unique horseshoe-shaped bar filling the space, around which diners and drinkers congregate. Looking forward to my next visit."	1	1	0	1						
"I loved this cute little wine bar in park slope. I came in on the reocommendation of a friend who lives in the neighborhood. I was with my boyfriend who commented that it didn't have personality. I couldn't have disagreed more! It hought it was cute and charming. THe bar is a circle in the middle of the room. The choice seats are definitely around the bar. It's great for people watching, plus it's fun watching the bartender make all the drinks in the center.(I think maybe the bf said that because the decor is minimalist? Not sure, but he changed his mind soon enough.)The menu is brought to you in a book. It's an oldschool hard back book, and the menu is listed in the first few pages before the book actually starts. LOVE. LOVE LOVE. The happy hour is phenomenal. $6 glasses of wine, $4 beers. Both the beer and wine selection is solid. We were both pleased with our choices of beverages. But the best part is the 3 cheese/meat plate for $10. Firstly, typically the meat options are all some variation of pork. I don't eat pork (for the most part.) But this place had a duck option. So we got two cheeses and the duck. The duck is quite possibly the best duck i have ever had. Yeah. I said that. It was unbelievably tender and not greasy the way duck can sometimes tend to be. Both cheeses were great. We had one hard and one soft. Can't remember the names, but based on the bartender's recommendation. Speaking of, he was quite the charming gentleman - very friendly and his recommendations were spot on.Thanks Mike Walters, for introducing me to this place."	1	0	0	0						
"So disappointed.Layout is a disaster,As is crowd/vodka"	0	0	0	0						
"A friend and I spent a lovely afternoon here on a cold Saturday. Drinks were fantastic, and the meats and cheeses weren't shabby either."	1	1	0	0						
"Wine bars are trending now with the opening of Terroir down the block and that sits fine with me. While I've stopped drinking socially for the most part and getting plastered for the latter part, I do enjoy an intimate wine bar for a laid back night. I don't do clubs, waiting in line and freezing my butt of in a bandage dress with stilettos any more. Not that I ever did. I may have attempted it, but I'm mostly a dinner party homebody, animal loving book worm most of the time. It's painful to my soul to see prostitutes, I mean respectable educated women so scantily dressed on the city streets. Call me old fashioned. This place is warm and cozy with a nice selection of wine bound in old, odd book covers. Quirky. And I like it."	0	1	0	0						
Love Love the drinks and food at wolf and deer. Drinks are strong and the bartenders are awesome. The food is worth it as the owner also has a restaurant nearby. This place makes the best Old-Fashioned I have ever tasted. Their drinks are really on point!	0	0	0	0						
"Went for a drink and meet up with a friend. It's a cute place, small. Has snacks and cheese plates but decided not to eat. The bartender was rude and it wasn't crowded at all, she chose to not acknowledge our presence. But I didn't care as long as she could make a drink... but sadly the drinks she made us were horrible. Wish I went to weather up instead. So we left disappointed. Sorry will not be stopping by here again."	1	0	0	0						
